50000025,4,206
50000025,5,204
50000025,6,215
50000025,7,205
50000025,8,202
50000026,1,204
50000026,2,206
50000026,3,215
50000026,4,213
50000026,5,203
50000026,6,205
50000026,7,202
50000026,8,208
50000027,1,205
50000027,2,202
50000027,3,204
50000027,4,213
50000027,5,203
50000027,6,208
50000027,7,206
50000027,8,215
50000028,1,204
50000028,2,213
50000028,3,206
50000028,4,203
50000028,5,202
50000028,6,205
50000028,7,208
50000028,8,215
50000029,1,213
50000029,2,206
50000029,3,204
50000029,4,215
50000029,5,202
50000029,6,203
50000029,7,208
50000029,8,205
50000030,1,202
50000030,2,204
50000030,3,205
50000030,4,215
50000030,5,203
50000030,6,206
50000030,7,208
50000030,8,213
50000031,1,213
50000031,2,215
50000031,3,203
50000031,4,204
50000031,5,208
50000031,6,202
50000031,7,206
50000031,8,205
50000032,1,206
50000032,2,205
50000032,3,204
50000032,4,213
50000032,5,202
50000032,6,203
50000032,7,215
50000032,8,208
50000033,1,204
50000033,2,208
50000033,3,213
50000033,4,202
50000033,5,203
50000033,6,206
50000033,7,215
50000033,8,205
50000034,1,208
50000034,2,205
50000034,3,213
50000034,4,202
50000034,5,204
50000034,6,206
50000034,7,203
50000034,8,215
50000035,1,205
50000035,2,206
50000035,3,213
50000035,4,204
50000035,5,208
50000035,6,203
50000035,7,215
50000035,8,202
50000036,1,206
50000036,2,204
50000036,3,203
50000036,4,213
50000036,5,205
50000036,6,215
50000036,7,208
50000036,8,202
50000037,1,202
50000037,2,208
50000037,3,203
50000037,4,213
50000037,5,206
50000037,6,204
50000037,7,205
50000037,8,215
50000038,1,206
50000038,2,213
50000038,3,208
50000038,4,204
50000038,5,215
50000038,6,205
50000038,7,203
50000038,8,202
50000039,1,203
50000039,2,206
50000039,3,204
50000039,4,213
50000039,5,215
50000039,6,205
50000039,7,202
50000039,8,208
50000040,1,208
50000040,2,204
50000040,3,206
50000040,4,205
50000040,5,203
50000040,6,213
50000040,7,202
50000040,8,215
50000041,1,213
50000041,2,206
50000041,3,204
50000041,4,205
50000041,5,203
50000041,6,202
50000041,7,208
50000041,8,215
50000042,1,204
50000042,2,213
50000042,3,203
50000042,4,208
50000042,5,206
50000042,6,202
50000042,7,205
50000042,8,215
50000043,1,215
50000043,2,206
50000043,3,213
50000043,4,204
50000043,5,203
50000043,6,202
50000043,7,205
50000043,8,208
50000044,1,204
50000044,2,215
50000044,3,213
50000044,4,203
50000044,5,202
50000044,6,205
50000044,7,206
50000044,8,208
50000045,1,208
50000045,2,213
50000045,3,204
50000045,4,206
50000045,5,203
50000045,6,202
50000045,7,215
50000045,8,205
50000046,1,205
50000046,2,208
50000046,3,206
50000046,4,213
50000046,5,204
50000046,6,215
50000046,7,203
50000046,8,202
50000047,1,206
50000047,2,204
50000047,3,203
50000047,4,213
50000047,5,205
50000047,6,215
50000047,7,202
50000047,8,208
50000048,1,213
50000048,2,204
50000048,3,206
50000048,4,215
50000048,5,205
50000048,6,202
50000048,7,203
50000048,8,208
50000049,1,203
50000049,2,205
50000049,3,204
50000049,4,215
50000049,5,213
50000049,6,208
50000049,7,206
50000049,8,202
50000050,1,213
50000050,2,204
50000050,3,205
50000050,4,202
50000050,5,208
50000050,6,206
50000050,7,203
50000050,8,215
50000051,1,203
50000051,2,213
50000051,3,205
50000051,4,215
50000051,5,204
50000051,6,202
50000051,7,208
50000051,8,206
50000052,1,213
50000052,2,203
50000052,3,204
50000052,4,202
50000052,5,206
50000052,6,215
50000052,7,205
50000052,8,208
50000053,1,206
50000053,2,204
50000053,3,205
50000053,4,213
50000053,5,203
50000053,6,215
50000053,7,202
50000053,8,208
50000054,1,204
50000054,2,213
50000054,3,202
50000054,4,208
50000054,5,206
50000054,6,215
50000054,7,203
50000054,8,205
50000055,1,204
50000055,2,206
50000055,3,203
50000055,4,213
50000055,5,205
50000055,6,208
50000055,7,215
50000055,8,202
50000056,1,213
50000056,2,204
50000056,3,205
50000056,4,203
50000056,5,206
50000056,6,202
50000056,7,208
50000056,8,215
50000057,1,203
50000057,2,208
50000057,3,202
50000057,4,204
50000057,5,213
50000057,6,206
50000057,7,205
50000057,8,215
50000058,1,213
50000058,2,202
50000058,3,203
50000058,4,204
50000058,5,205
50000058,6,206
50000058,7,215
50000058,8,208
50000059,1,204
50000059,2,215
50000059,3,202
50000059,4,213
50000059,5,203
50000059,6,206
50000059,7,205
50000059,8,208
50000060,1,213
50000060,2,215
50000060,3,204
50000060,4,202
50000060,5,203
50000060,6,206
50000060,7,205
50000060,8,208
50000061,1,202
50000061,2,205
50000061,3,215
50000061,4,204
50000061,5,213
50000061,6,203
50000061,7,206
50000061,8,208
50000062,1,204
50000062,2,213
50000062,3,203
50000062,4,215
50000062,5,202
50000062,6,206
50000062,7,205
50000062,8,208
50000063,1,206
50000063,2,213
50000063,3,204
50000063,4,208
50000063,5,202
50000063,6,215
50000063,7,203
50000063,8,205
50000064,1,202
50000064,2,205
50000064,3,206
50000064,4,213
50000064,5,204
50000064,6,203
50000064,7,208
50000064,8,215
50000065,1,204
50000065,2,206
50000065,3,203
50000065,4,208
50000065,5,202
50000065,6,213
50000065,7,215
50000065,8,205
50000066,1,203
50000066,2,204
50000066,3,205
50000066,4,206
50000066,5,213
50000066,6,215
50000066,7,202
50000066,8,208
50000067,1,213
50000067,2,205
50000067,3,206
50000067,4,204
50000067,5,203
50000067,6,202
50000067,7,208
50000067,8,215
50000068,1,213
50000068,2,204
50000068,3,203
50000068,4,205
50000068,5,206
50000068,6,208
50000068,7,215
50000068,8,202
50000069,1,213
50000069,2,215
50000069,3,208
50000069,4,206
50000069,5,204
50000069,6,203
50000069,7,205
50000069,8,202
50000070,1,205
50000070,2,204
50000070,3,213
50000070,4,206
50000070,5,202
50000070,6,203
50000070,7,215
50000070,8,208
50000071,1,213
50000071,2,203
50000071,3,202
50000071,4,204
50000071,5,206
50000071,6,208
50000071,7,205
50000071,8,215
50000072,1,206
50000072,2,213
50000072,3,202
50000072,4,205
50000072,5,204
50000072,6,208
50000072,7,215
50000072,8,203
50000073,1,202
50000073,2,213
50000073,3,204
50000073,4,206
50000073,5,203
50000073,6,205
50000073,7,208
50000073,8,215
50000074,1,204
50000074,2,203
50000074,3,213
50000074,4,202
50000074,5,208
50000074,6,205
50000074,7,206
50000074,8,215
50000075,1,204
50000075,2,213
50000075,3,205
50000075,4,215
50000075,5,206
50000075,6,208
50000075,7,202
50000075,8,203
50000076,1,203
50000076,2,204
50000076,3,213
50000076,4,205
50000076,5,206
50000076,6,215
50000076,7,202
50000076,8,208
50000077,1,208
50000077,2,213
50000077,3,203
50000077,4,204
50000077,5,202
50000077,6,206
50000077,7,205
50000077,8,215
50000078,1,213
50000078,2,204
50000078,3,206
50000078,4,215
50000078,5,205
50000078,6,203
50000078,7,208
50000078,8,202
50000079,1,203
50000079,2,206
50000079,3,204
50000079,4,213
50000079,5,202
50000079,6,215
50000079,7,208
50000079,8,205
50000080,1,205
50000080,2,206
50000080,3,208
50000080,4,213
50000080,5,204
50000080,6,203
50000080,7,202
50000080,8,215
50000081,1,213
50000081,2,206
50000081,3,204
50000081,4,208
50000081,5,205
50000081,6,203
50000081,7,202
50000081,8,215
50000082,1,206
50000082,2,213
50000082,3,204
50000082,4,203
50000082,5,205
50000082,6,215
50000082,7,202
50000082,8,208
50000083,1,204
50000083,2,206
50000083,3,213
50000083,4,205
50000083,5,215
50000083,6,202
50000083,7,203
50000083,8,208
50000084,1,204
50000084,2,213
50000084,3,205
50000084,4,203
50000084,5,206
50000084,6,208
50000084,7,202
50000084,8,215
50000085,1,213
50000085,2,204
50000085,3,215
50000085,4,208
50000085,5,203
50000085,6,206
50000085,7,205
50000085,8,202
50000086,1,204
50000086,2,205
50000086,3,213
50000086,4,206
50000086,5,215
50000086,6,208
50000086,7,203
50000086,8,202
50000087,1,205
50000087,2,206
50000087,3,204
50000087,4,213
50000087,5,203
50000087,6,215
50000087,7,202
50000087,8,208
50000088,1,204
50000088,2,206
50000088,3,213
50000088,4,202
50000088,5,215
50000088,6,203
50000088,7,208
50000088,8,205
50000089,1,213
50000089,2,203
50000089,3,204
50000089,4,202
50000089,5,206
50000089,6,208
50000089,7,205
50000089,8,215
50000090,1,213
50000090,2,203
50000090,3,204
50000090,4,206
50000090,5,215
50000090,6,205
50000090,7,208
50000090,8,202
50000091,1,202
50000091,2,215
50000091,3,213
50000091,4,203
50000091,5,204
50000091,6,205
50000091,7,206
50000091,8,208
50000092,1,204
50000092,2,202
50000092,3,208
50000092,4,213
50000092,5,206
50000092,6,205
50000092,7,203
50000092,8,215
50000093,1,215
50000093,2,204
50000093,3,213
50000093,4,203
50000093,5,205
50000093,6,202
50000093,7,206
50000093,8,208
50000094,1,203
50000094,2,204
50000094,3,202
50000094,4,213
50000094,5,205
50000094,6,208
50000094,7,215
50000094,8,206
50000095,1,203
50000095,2,204
50000095,3,215
50000095,4,213
50000095,5,206
50000095,6,205
50000095,7,202
50000095,8,208
50000096,1,203
50000096,2,204
50000096,3,205
50000096,4,208
50000096,5,215
50000096,6,202
50000096,7,213
50000096,8,206
50000097,1,213
50000097,2,204
50000097,3,208
50000097,4,205
50000097,5,203
50000097,6,206
50000097,7,202
50000097,8,215
50000098,1,213
50000098,2,204
50000098,3,203
50000098,4,205
50000098,5,202
50000098,6,206
50000098,7,208
50000098,8,215
50000099,1,206
50000099,2,215
50000099,3,213
50000099,4,204
50000099,5,203
50000099,6,202
50000099,7,208
50000099,8,205
50000100,1,204
50000100,2,213
50000100,3,215
50000100,4,203
50000100,5,206
50000100,6,205
50000100,7,208
50000100,8,202
50000101,1,204
50000101,2,213
50000101,3,202
50000101,4,206
50000101,5,203
50000101,6,208
50000101,7,215
50000101,8,205
50000102,1,204
50000102,2,202
50000102,3,203
50000102,4,213
50000102,5,206
50000102,6,215
50000102,7,208
50000102,8,205
50000103,1,204
50000103,2,215
50000103,3,203
50000103,4,213
50000103,5,202
50000103,6,206
50000103,7,205
50000103,8,208
50000104,1,215
50000104,2,204
50000104,3,208
50000104,4,206
50000104,5,213
50000104,6,203
50000104,7,205
50000104,8,202
50000105,1,204
50000105,2,213
50000105,3,215
50000105,4,206
50000105,5,202
50000105,6,203
50000105,7,205
50000105,8,208
50000106,1,204
50000106,2,206
50000106,3,213
50000106,4,205
50000106,5,215
50000106,6,203
50000106,7,202
50000106,8,208
50000107,1,204
50000107,2,206
50000107,3,208
50000107,4,213
50000107,5,215
50000107,6,205
50000107,7,203
50000107,8,202
50000108,1,206
50000108,2,204
50000108,3,213
50000108,4,203
50000108,5,205
50000108,6,215
50000108,7,202
50000108,8,208
50000109,1,213
50000109,2,205
50000109,3,204
50000109,4,208
50000109,5,202
50000109,6,206
50000109,7,203
50000109,8,215
50000110,1,204
50000110,2,213
50000110,3,215
50000110,4,203
50000110,5,206
50000110,6,205
50000110,7,202
50000110,8,208
50000111,1,215
50000111,2,213
50000111,3,203
50000111,4,204
50000111,5,206
50000111,6,205
50000111,7,208
50000111,8,202
50000112,1,213
50000112,2,204
50000112,3,208
50000112,4,202
50000112,5,206
50000112,6,203
50000112,7,215
50000112,8,205
50000113,1,204
50000113,2,215
50000113,3,213
50000113,4,203
50000113,5,206
50000113,6,202
50000113,7,208
50000113,8,205
50000114,1,202
50000114,2,213
50000114,3,204
50000114,4,203
50000114,5,205
50000114,6,206
50000114,7,215
50000114,8,208
50000115,1,203
50000115,2,213
50000115,3,215
50000115,4,202
50000115,5,204
50000115,6,206
50000115,7,208
50000115,8,205
50000116,1,206
50000116,2,204
50000116,3,208
50000116,4,213
50000116,5,203
50000116,6,202
50000116,7,215
50000116,8,205
50000117,1,213
50000117,2,215
50000117,3,204
50000117,4,206
50000117,5,203
50000117,6,202
50000117,7,205
50000117,8,208
50000118,1,206
50000118,2,213
50000118,3,204
50000118,4,205
50000118,5,203
50000118,6,215
50000118,7,202
50000118,8,208
50000119,1,213
50000119,2,204
50000119,3,206
50000119,4,203
50000119,5,202
50000119,6,215
50000119,7,208
50000119,8,205
50000120,1,215
50000120,2,204
50000120,3,203
50000120,4,213
50000120,5,205
50000120,6,206
50000120,7,208
50000120,8,202
50000121,1,204
50000121,2,206
50000121,3,203
50000121,4,213
50000121,5,208
50000121,6,215
50000121,7,202
50000121,8,205
50000122,1,215
50000122,2,202
50000122,3,206
50000122,4,208
50000122,5,213
50000122,6,204
50000122,7,203
50000122,8,205
50000123,1,204
50000123,2,206
50000123,3,213
50000123,4,205
50000123,5,215
50000123,6,203
50000123,7,202
50000123,8,208
50000124,1,206
50000124,2,213
50000124,3,204
50000124,4,203
50000124,5,208
50000124,6,215
50000124,7,202
50000124,8,205
50000125,1,215
50000125,2,203
50000125,3,213
50000125,4,204
50000125,5,206
50000125,6,205
50000125,7,208
50000125,8,202
50000126,1,204
50000126,2,203
50000126,3,206
50000126,4,208
50000126,5,213
50000126,6,202
50000126,7,215
50000126,8,205
50000127,1,208
50000127,2,213
50000127,3,203
50000127,4,204
50000127,5,206
50000127,6,205
50000127,7,215
50000127,8,202
50000128,1,202
50000128,2,213
50000128,3,215
50000128,4,204
50000128,5,203
50000128,6,206
50000128,7,208
50000128,8,205
50000129,1,213
50000129,2,202
50000129,3,203
50000129,4,215
50000129,5,204
50000129,6,208
50000129,7,206
50000129,8,205
50000130,1,204
50000130,2,213
50000130,3,202
50000130,4,208
50000130,5,215
50000130,6,206
50000130,7,203
50000130,8,205
50000131,1,204
50000131,2,213
50000131,3,203
50000131,4,215
50000131,5,206
50000131,6,205
50000131,7,208
50000131,8,202
50000132,1,203
50000132,2,213
50000132,3,204
50000132,4,202
50000132,5,206
50000132,6,215
50000132,7,205
50000132,8,208
50000133,1,205
50000133,2,213
50000133,3,204
50000133,4,203
50000133,5,208
50000133,6,206
50000133,7,202
50000133,8,215
50000134,1,215
50000134,2,204
50000134,3,203
50000134,4,213
50000134,5,206
50000134,6,205
50000134,7,208
50000134,8,202
50000135,1,204
50000135,2,213
50000135,3,203
50000135,4,206
50000135,5,205
50000135,6,208
50000135,7,202
50000135,8,215
50000136,1,203
50000136,2,213
50000136,3,208
50000136,4,204
50000136,5,215
50000136,6,206
50000136,7,205
50000136,8,202
50000137,1,208
50000137,2,203
50000137,3,204
50000137,4,202
50000137,5,213
50000137,6,205
50000137,7,215
50000137,8,206
50000138,1,205
50000138,2,204
50000138,3,208
50000138,4,206
50000138,5,213
50000138,6,215
50000138,7,203
50000138,8,202
50000139,1,213
50000139,2,205
50000139,3,204
50000139,4,203
50000139,5,206
50000139,6,208
50000139,7,215
50000139,8,202
50000140,1,204
50000140,2,213
50000140,3,202
50000140,4,203
50000140,5,205
50000140,6,206
50000140,7,208
50000140,8,215
50000141,1,215
50000141,2,203
50000141,3,204
50000141,4,213
50000141,5,208
50000141,6,206
50000141,7,205
50000141,8,202
50000142,1,204
50000142,2,203
50000142,3,205
50000142,4,213
50000142,5,206
50000142,6,208
50000142,7,202
50000142,8,215
50000143,1,204
50000143,2,213
50000143,3,202
50000143,4,215
50000143,5,203
50000143,6,206
50000143,7,208
50000143,8,205
50000144,1,204
50000144,2,213
50000144,3,208
50000144,4,202
50000144,5,203
50000144,6,206
50000144,7,215
50000144,8,205
50000145,1,213
50000145,2,204
50000145,3,206
50000145,4,215
50000145,5,208
50000145,6,203
50000145,7,202
50000145,8,205
50000146,1,204
50000146,2,206
50000146,3,213
50000146,4,203
50000146,5,208
50000146,6,202
50000146,7,215
50000146,8,205
50000147,1,213
50000147,2,204
50000147,3,206
50000147,4,203
50000147,5,205
50000147,6,208
50000147,7,202
50000147,8,215
50000148,1,215
50000148,2,208
50000148,3,213
50000148,4,203
50000148,5,206
50000148,6,204
50000148,7,205
50000148,8,202
50000149,1,204
50000149,2,213
50000149,3,206
50000149,4,205
50000149,5,215
50000149,6,203
50000149,7,202
50000149,8,208
